,symbol,full name,market,sector,sub-sector
890,WHA,บริษัท ดับบลิวเอชเอ คอร์ปอเรชั่น จำกัด (มหาชน),SET,PROPCON,PROP
891,WHABT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ บิสซิเนส คอมเพล็กซ์,SET,PROPCON,PF&REIT
892,WHAIR,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ดับบลิวเอชเอ อินดัสเตรียล,SET,PROPCON,PF&REIT
893,WHART,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ พรีเมี่ยม โกรท,SET,PROPCON,PF&REIT
894,WHAUP,บริษัท ดับบลิวเอชเอ ยูทิลิตี้ส์ แอนด์ พาวเวอร์ จำกัด (มหาชน),SET,RESOURC,ENERG
895,WICE,บริษัท ไวส์ โลจิสติกส์ จำกัด (มหาชน),SET,SERVICE,TRANS
896,WIIK,บริษัท วิค จำกัด (มหาชน),SET,PROPCON,CONMAT
897,WIN,บริษัท สวนอุตสาหกรรม วินโคสท์ จำกัด (มหาชน),SET,PROPCON,PROP
898,WINDOW,บริษัท วินโดว์ เอเชีย จำกัด (มหาชน),SET,PROPCON,CONMAT
899,WINMED,บริษัท วินเนอร์ยี่ เมดิคอล จำกัด (มหาชน),mai,CONSUMP,
900,WINNER,บริษัท วินเนอร์กรุ๊ป เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),mai,AGRO,
901,WORK,บริษัท เวิร์คพอยท์ เอ็นเทอร์เทนเมนท์ จำกัด (มหาชน),SET,SERVICE,MEDIA
902,WP,บริษัท ดับบลิวพี เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,RESOURC,ENERG
903,WPH,บริษัท โรงพยาบาลวัฒนแพทย์ ตรัง จำกัด (มหาชน),SET,SERVICE,HELTH
904,XO,บริษัท เอ็กโซติค ฟู้ด จำกัด (มหาชน),mai,AGRO,
905,XPG,บริษัท เอ็กซ์สปริง แคปปิตอล จำกัด (มหาชน),SET,FINCIAL,FIN
906,YGG,บริษัท อิ๊กดราซิล กรุ๊ป จำกัด (มหาชน),mai,SERVICE,
907,YONG,บริษัท ยงคอนกรีต จำกัด (มหาชน),mai,PROPCON,
908,YUASA,บริษัท ยัวซ่าแบตเตอรี่ ประเทศไทย จำกัด (มหาชน),mai,INDUS,
909,ZAA,บริษัท ซาเล็คต้า จำกัด (มหาชน),SET,SERVICE,MEDIA
910,ZEN,บริษัท เซ็น คอร์ปอเรชั่น กรุ๊ป จำกัด (มหาชน),SET,AGRO,FOOD
911,ZIGA,บริษัท ซิก้า อินโนเวชั่น จำกัด (มหาชน),mai,INDUS,
